Datetime,Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle                ,Cloud_Effect_Ratio,DNI_DHI_Ratio,Temperature_Category
2020-05-29 17:00:00,2020,5,29,17,0,29.0,0,0,0,8,0,0,0,0,69.47,,322.7192527,,nan                ,,,Warm
2020-05-29 18:00:00,2020,5,29,18,0,28.6,0,0,0,8,0,0,0,0,72.3,,342.4238017,,nan                ,,,Warm
2020-05-29 19:00:00,2020,5,29,19,0,28.2,0,0,0,3,0,0,0,0,75.3,,7.270341265,,nan                ,,,Warm
2020-05-29 20:00:00,2020,5,29,20,0,27.8,0,0,0,8,0,0,0,0,77.92,,29.75852797,,nan                ,,,Warm
2020-05-29 21:00:00,2020,5,29,21,0,27.5,0,0,0,4,0,0,0,0,79.33,,45.4347374,,nan                ,,,Warm
2020-05-29 22:00:00,2020,5,29,22,0,27.2,0,0,0,4,0,0,0,0,80.95,,55.51253264,,nan                ,,,Warm
2020-05-29 23:00:00,2020,5,29,23,0,26.9,0,0,0,8,0,0,0,0,82.71,,62.06641853,,nan                ,,,Warm
2020-05-30 00:00:00,2020,5,30,0,0,26.8,0,0,0,8,0,0,0,0,83.39,,66.41992774,,nan                ,,,Warm
2020-05-30 01:00:00,2020,5,30,1,0,27.9,51,210,81,8,49,63,3,58,76.59,81.76,69.2654168,23.61026736,90                ,0.7160493827160493,1.2857142857142858,Warm
2020-05-30 02:00:00,2020,5,30,2,0,29.8,105,503,294,8,146,199,0,221,66.69,67.99,70.88459896,66.83389832,90                ,0.7517006802721088,1.3630136986301369,Warm
2020-05-30 03:00:00,2020,5,30,3,0,31.9,132,655,516,8,230,356,0,439,56.87,54.09,71.2039796,52.58451507,90                ,0.8507751937984496,1.5478260869565217,Warm
2020-05-30 04:00:00,2020,5,30,4,0,33.6,148,740,713,8,348,280,0,561,49.09,40.23,69.57757494,38.40643235,90                ,0.7868162692847125,0.8045977011494253,Warm
2020-05-30 05:00:00,2020,5,30,5,0,35.0,157,789,862,8,362,448,0,762,42.41,26.69,63.66690056,24.25439981,90                ,0.8839907192575406,1.2375690607734806,Warm
2020-05-30 06:00:00,2020,5,30,6,0,36.2,190,773,939,8,437,364,0,789,36.99,14.62,43.08216555,10.10465427,90                ,0.8402555910543131,0.8329519450800915,Hot
2020-05-30 07:00:00,2020,5,30,7,0,37.1,188,783,956,8,429,410,0,831,33.15,11.22,339.1055082,4.047462799,270                ,0.8692468619246861,0.9557109557109557,Hot
2020-05-30 08:00:00,2020,5,30,8,0,37.7,181,773,901,8,361,544,0,868,30.73,21.19,302.022922,18.19745687,270                ,0.9633740288568258,1.5069252077562327,Hot
2020-05-30 09:00:00,2020,5,30,9,0,37.7,178,728,779,8,254,628,0,772,29.92,34.37,292.206041,32.34470356,270                ,0.9910141206675225,2.47244094488189,Hot
2020-05-30 10:00:00,2020,5,30,10,0,37.1,166,649,599,9,196,8,0,201,30.61,48.15,289.2342845,46.5041367,270                ,0.335559265442404,0.04081632653061224,Hot
2020-05-30 11:00:00,2020,5,30,11,0,36.1,141,518,383,6,22,0,0,22,32.61,62.05,288.858898,60.71270096,270                ,0.057441253263707574,0.0,Hot
2020-05-30 12:00:00,2020,5,30,12,0,34.4,90,296,162,6,9,0,3,9,38.96,75.89,289.9613397,49.79502318,270                ,0.05555555555555555,0.0,Warm
2020-05-30 13:00:00,2020,5,30,13,0,32.2,0,0,0,6,0,0,3,0,49.53,,292.2761649,2.067721247,270                ,,,Warm
2020-05-30 14:00:00,2020,5,30,14,0,31.5,0,0,0,6,0,0,0,0,52.09,,295.9384688,,nan                ,,,Warm
2020-05-30 15:00:00,2020,5,30,15,0,30.9,0,0,0,7,0,0,0,0,55.41,,301.4464075,,nan                ,,,Warm
2020-05-30 16:00:00,2020,5,30,16,0,30.2,0,0,0,3,0,0,0,0,60.01,,309.817033,,nan                ,,,Warm
2020-05-30 17:00:00,2020,5,30,17,0,29.4,0,0,0,3,0,0,0,0,64.78,,322.8210345,,nan                ,,,Warm
2020-05-30 18:00:00,2020,5,30,18,0,28.8,0,0,0,7,0,0,0,0,68.43,,342.4502605,,nan                ,,,Warm
2020-05-30 19:00:00,2020,5,30,19,0,28.3,0,0,0,7,0,0,0,0,71.59,,7.176310546,,nan                ,,,Warm
2020-05-30 20:00:00,2020,5,30,20,0,27.8,0,0,0,7,0,0,0,0,74.7,,29.59086165,,nan                ,,,Warm
2020-05-30 21:00:00,2020,5,30,21,0,27.4,0,0,0,7,0,0,0,0,77.11,,45.25733171,,nan                ,,,Warm
2020-05-30 22:00:00,2020,5,30,22,0,27.1,0,0,0,7,0,0,0,0,78.88,,55.34655597,,nan                ,,,Warm
2020-05-30 23:00:00,2020,5,30,23,0,26.7,0,0,0,8,0,0,0,0,80.99,,61.91200735,,nan                ,,,Warm
2020-05-31 00:00:00,2020,5,31,0,0,26.6,0,0,0,0,0,0,0,0,81.77,,66.27181695,,nan                ,,,Warm
2020-05-31 01:00:00,2020,5,31,1,0,28.2,48,247,84,0,48,247,0,84,74.23,81.77,69.11703625,23.60312296,90                ,1.0,5.145833333333333,Warm
2020-05-31 02:00:00,2020,5,31,2,0,30.6,94,548,299,0,94,548,0,299,63.14,68.01,70.72815452,66.83874977,90                ,1.0,5.829787234042553,Warm
2020-05-31 03:00:00,2020,5,31,3,0,32.7,116,697,524,8,183,510,0,481,54.15,54.13,71.02885191,52.59357515,90                ,0.9179389312977099,2.7868852459016393,Warm
2020-05-31 04:00:00,2020,5,31,4,0,34.4,127,778,721,8,236,594,0,689,47.51,40.28,69.36676451,38.4211233,90                ,0.955617198335645,2.516949152542373,Warm
2020-05-31 05:00:00,2020,5,31,5,0,35.8,135,821,869,0,135,821,0,869,42.38,26.77,63.39184433,24.27579514,90                ,1.0,6.0814814814814815,Hot
2020-05-31 06:00:00,2020,5,31,6,0,36.7,132,852,956,3,491,146,3,632,39.08,14.75,42.77098824,10.13343331,90                ,0.6610878661087866,0.2973523421588595,Hot
2020-05-31 07:00:00,2020,5,31,7,0,37.1,134,853,970,3,501,166,0,664,37.48,11.34,339.5357331,4.011040762,270                ,0.6845360824742268,0.3313373253493014,Hot
2020-05-31 08:00:00,2020,5,31,8,0,36.9,134,836,914,8,386,485,0,838,37.6,21.23,302.414449,18.15354717,270                ,0.9168490153172867,1.2564766839378239,Hot
2020-05-31 09:00:00,2020,5,31,9,0,36.2,129,803,792,8,285,562,0,749,39.3,34.37,292.4632686,32.29382939,270                ,0.9457070707070707,1.9719298245614034,Hot
2020-05-31 10:00:00,2020,5,31,10,0,35.5,122,736,614,7,210,532,0,566,41.36,48.12,289.4264859,46.44712273,270                ,0.9218241042345277,2.533333333333333,Hot
2020-05-31 11:00:00,2020,5,31,11,0,34.7,104,627,398,8,135,515,0,377,43.98,62.01,289.0171314,60.65062025,270                ,0.9472361809045227,3.814814814814815,Warm
2020-05-31 12:00:00,2020,5,31,12,0,33.6,74,399,171,0,74,399,0,171,48.62,75.84,290.1010086,50.25597755,270                ,1.0,5.391891891891892,Warm
2020-05-31 13:00:00,2020,5,31,13,0,32.2,0,0,0,0,0,0,0,0,54.87,,292.4060844,2.21830103,270                ,,,Warm
2020-05-31 14:00:00,2020,5,31,14,0,31.4,0,0,0,0,0,0,0,0,58.97,,296.064025,,nan                ,,,Warm
2020-05-31 15:00:00,2020,5,31,15,0,30.6,0,0,0,0,0,0,0,0,63.45,,301.5699541,,nan                ,,,Warm
2020-05-31 16:00:00,2020,5,31,16,0,29.8,0,0,0,1,0,0,0,0,67.79,,309.9350613,,nan                ,,,Warm
2020-05-31 17:00:00,2020,5,31,17,0,29.2,0,0,0,3,0,0,0,0,70.96,,322.9145431,,nan                ,,,Warm
2020-05-31 18:00:00,2020,5,31,18,0,28.6,0,0,0,3,0,0,0,0,73.92,,342.4706161,,nan                ,,,Warm
2020-05-31 19:00:00,2020,5,31,19,0,28.0,0,0,0,3,0,0,0,0,76.75,,7.08189642,,nan                ,,,Warm
2020-05-31 20:00:00,2020,5,31,20,0,27.5,0,0,0,7,0,0,0,0,79.42,,29.42734135,,nan                ,,,Warm
2020-05-31 21:00:00,2020,5,31,21,0,27.2,0,0,0,8,0,0,0,0,81.21,,45.08553143,,nan                ,,,Warm
2020-05-31 22:00:00,2020,5,31,22,0,26.9,0,0,0,7,0,0,0,0,82.89,,55.18638384,,nan                ,,,Warm
2020-05-31 23:00:00,2020,5,31,23,0,26.7,0,0,0,7,0,0,0,0,84.06,,61.76337019,,nan                ,,,Warm
2020-06-01 00:00:00,2020,6,1,0,0,26.7,0,0,0,7,0,0,0,0,84.29,,66.12955259,,nan                ,,,Warm
2020-06-01 01:00:00,2020,6,1,1,0,27.6,39,348,89,7,46,211,3,76,79.04,81.78,68.9748098,23.58698003,90                ,0.8539325842696629,4.586956521739131,Warm
2020-06-01 02:00:00,2020,6,1,2,0,29.6,71,635,308,7,134,301,0,247,68.32,68.04,70.57853428,66.8463885,90                ,0.801948051948052,2.246268656716418,Warm
2020-06-01 03:00:00,2020,6,1,3,0,31.4,88,760,533,7,213,420,0,458,59.12,54.17,70.86182234,52.60522094,90                ,0.8592870544090057,1.971830985915493,Warm
2020-06-01 04:00:00,2020,6,1,4,0,32.9,101,824,729,7,272,487,0,643,52.74,40.34,69.16651452,38.43814501,90                ,0.8820301783264746,1.7904411764705883,Warm
2020-06-01 05:00:00,2020,6,1,5,0,34.1,111,856,875,6,374,406,0,736,48.27,26.85,63.13267281,24.29922436,90                ,0.8411428571428572,1.085561497326203,Warm
2020-06-01 06:00:00,2020,6,1,6,0,34.8,122,865,958,7,428,380,0,795,45.6,14.87,42.48650957,10.16392068,90                ,0.8298538622129437,0.8878504672897196,Warm
2020-06-01 07:00:00,2020,6,1,7,0,35.1,129,859,971,6,474,307,0,774,44.17,11.45,339.9520391,3.973248215,270                ,0.7971163748712667,0.6476793248945147,Hot
2020-06-01 08:00:00,2020,6,1,8,0,34.9,134,838,914,7,390,442,0,803,44.3,21.26,302.7908587,18.10859807,270                ,0.8785557986870897,1.1333333333333333,Warm
2020-06-01 09:00:00,2020,6,1,9,0,34.2,141,782,787,7,349,385,0,667,46.36,34.36,292.7100004,32.24222063,270                ,0.8475222363405337,1.1031518624641834,Warm
2020-06-01 10:00:00,2020,6,1,10,0,33.5,129,719,609,7,212,529,0,565,48.92,48.1,289.6103946,46.38963432,270                ,0.9277504105090312,2.4952830188679247,Warm
2020-06-01 11:00:00,2020,6,1,11,0,32.6,108,612,395,6,172,25,0,183,52.7,61.97,289.1681794,60.58826438,270                ,0.46329113924050636,0.14534883720930233,Warm
2020-06-01 12:00:00,2020,6,1,12,0,31.3,74,395,171,7,86,21,3,91,61.05,75.79,290.2340047,50.72860393,270                ,0.5321637426900585,0.2441860465116279,Warm
2020-06-01 13:00:00,2020,6,1,13,0,30.1,0,0,0,6,0,0,3,0,70.23,,292.5294437,2.369659337,270                ,,,Warm
2020-06-01 14:00:00,2020,6,1,14,0,29.4,0,0,0,6,0,0,0,0,73.99,,296.182806,,nan                ,,,Warm
2020-06-01 15:00:00,2020,6,1,15,0,28.8,0,0,0,6,0,0,0,0,77.51,,301.6862181,,nan                ,,,Warm
2020-06-01 16:00:00,2020,6,1,16,0,28.1,0,0,0,7,0,0,0,0,81.83,,310.0451316,,nan                ,,,Warm
2020-06-01 17:00:00,2020,6,1,17,0,27.6,0,0,0,8,0,0,0,0,84.77,,322.9998833,,nan                ,,,Warm
2020-06-01 18:00:00,2020,6,1,18,0,27.1,0,0,0,8,0,0,0,0,87.46,,342.4850085,,nan                ,,,Warm
2020-06-01 19:00:00,2020,6,1,19,0,26.7,0,0,0,3,0,0,0,0,88.91,,6.987164814,,nan                ,,,Warm
2020-06-01 20:00:00,2020,6,1,20,0,26.3,0,0,0,7,0,0,0,0,90.62,,29.26798899,,nan                ,,,Warm
2020-06-01 21:00:00,2020,6,1,21,0,26.0,0,0,0,7,0,0,0,0,92.2,,44.91937323,,nan                ,,,Warm
2020-06-01 22:00:00,2020,6,1,22,0,25.8,0,0,0,7,0,0,0,0,93.38,,55.03206629,,nan                ,,,Warm
2020-06-01 23:00:00,2020,6,1,23,0,25.6,0,0,0,7,0,0,0,0,94.9,,61.62056213,,nan                ,,,Warm
2020-06-02 00:00:00,2020,6,2,0,0,25.5,0,0,0,7,0,0,0,0,95.51,,65.99319087,,nan                ,,,Warm
2020-06-02 01:00:00,2020,6,2,1,0,26.4,43,306,87,7,48,135,3,68,89.04,81.8,68.83879343,23.56196868,90                ,0.7816091954022989,2.8125,Warm
2020-06-02 02:00:00,2020,6,2,2,0,27.6,89,566,300,6,141,243,0,232,80.65,68.07,70.43579303,66.85677307,90                ,0.7733333333333333,1.7234042553191489,Warm
2020-06-02 03:00:00,2020,6,2,3,0,28.7,123,678,519,7,219,392,0,449,73.06,54.21,70.70294078,52.6194085,90                ,0.8651252408477842,1.7899543378995433,Warm
2020-06-02 04:00:00,2020,6,2,4,0,29.7,142,752,714,7,317,384,0,609,66.67,40.39,68.97685297,38.45745061,90                ,0.8529411764705882,1.2113564668769716,Warm
2020-06-02 05:00:00,2020,6,2,5,0,30.5,147,803,863,7,354,482,0,784,62.1,26.92,62.88929794,24.32463748,90                ,0.9084588644264194,1.3615819209039548,Warm
2020-06-02 06:00:00,2020,6,2,6,0,31.1,168,802,943,7,442,352,0,782,58.59,14.98,42.22789517,10.19606323,90                ,0.8292682926829268,0.7963800904977375,Warm
2020-06-02 07:00:00,2020,6,2,7,0,31.6,167,810,960,8,481,280,0,755,55.68,11.56,340.3551484,3.934141469,270                ,0.7864583333333334,0.5821205821205822,Warm
2020-06-02 08:00:00,2020,6,2,8,0,31.8,160,800,906,7,389,459,0,817,54.03,21.28,303.1522179,18.06266901,270                ,0.9017660044150111,1.179948586118252,Warm
2020-06-02 09:00:00,2020,6,2,9,0,31.8,160,753,782,7,302,515,0,726,53.18,34.36,292.946181,32.18993993,270                ,0.928388746803069,1.705298013245033,Warm
2020-06-02 10:00:00,2020,6,2,10,0,31.6,136,706,608,7,274,352,0,510,53.34,48.07,289.7859516,46.33173736,270                ,0.8388157894736842,1.2846715328467153,Warm
2020-06-02 11:00:00,2020,6,2,11,0,31.2,108,615,397,3,108,615,5,397,54.77,61.93,289.3119915,60.52570259,270                ,1.0,5.694444444444445,Warm
2020-06-02 12:00:00,2020,6,2,12,0,30.1,70,424,174,7,84,245,3,145,62.26,75.74,290.3602872,51.21316947,270                ,0.8333333333333334,2.9166666666666665,Warm
2020-06-02 13:00:00,2020,6,2,13,0,28.5,0,0,0,7,0,0,3,0,72.12,,292.6462121,2.521625442,270                ,,,Warm
2020-06-02 14:00:00,2020,6,2,14,0,28.1,0,0,0,8,0,0,0,0,73.87,,296.2947949,,nan                ,,,Warm
2020-06-02 15:00:00,2020,6,2,15,0,27.7,0,0,0,7,0,0,0,0,74.81,,301.7952044,,nan                ,,,Warm
2020-06-02 16:00:00,2020,6,2,16,0,27.3,0,0,0,7,0,0,0,0,75.8,,310.1472868,,nan                ,,,Warm
2020-06-02 17:00:00,2020,6,2,17,0,26.9,0,0,0,7,0,0,0,0,77.13,,323.0771565,,nan                ,,,Warm
2020-06-02 18:00:00,2020,6,2,18,0,26.5,0,0,0,8,0,0,0,0,79.02,,342.4935683,,nan                ,,,Warm
2020-06-02 19:00:00,2020,6,2,19,0,26.1,0,0,0,7,0,0,0,0,81.45,,6.892173764,,nan                ,,,Warm
2020-06-02 20:00:00,2020,6,2,20,0,25.7,0,0,0,8,0,0,0,0,84.23,,29.11282152,,nan                ,,,Warm
2020-06-02 21:00:00,2020,6,2,21,0,25.3,0,0,0,7,0,0,0,0,86.98,,44.75888896,,nan                ,,,Warm
2020-06-02 22:00:00,2020,6,2,22,0,25.1,0,0,0,7,0,0,0,0,88.82,,54.88364848,,nan                ,,,Warm
2020-06-02 23:00:00,2020,6,2,23,0,25.0,0,0,0,7,0,0,0,0,89.88,,61.48363326,,nan                ,,,Cool
2020-06-03 00:00:00,2020,6,3,0,0,25.0,0,0,0,7,0,0,0,0,89.83,,65.86278284,,nan                ,,,Cool
2020-06-03 01:00:00,2020,6,3,1,0,26.2,42,323,88,7,44,250,3,80,82.01,81.81,68.70903764,23.52821995,90                ,0.9090909090909091,5.681818181818182,Warm
2020-06-03 02:00:00,2020,6,3,2,0,28.2,77,610,304,7,125,361,0,260,71.65,68.1,70.2999794,66.86986321,90                ,0.8552631578947368,2.888,Warm
2020-06-03 03:00:00,2020,6,3,3,0,29.8,98,736,528,7,214,411,0,454,64.24,54.25,70.55224986,52.63609528,90                ,0.8598484848484849,1.9205607476635513,Warm
2020-06-03 04:00:00,2020,6,3,4,0,30.8,114,800,723,7,283,455,0,630,59.69,40.45,68.79779885,38.47899487,90                ,0.8713692946058091,1.607773851590106,Warm
2020-06-03 05:00:00,2020,6,3,5,0,31.6,124,836,869,6,364,430,0,747,56.22,27.0,62.66162259,24.35198642,90                ,0.859608745684695,1.1813186813186813,Warm
2020-06-03 06:00:00,2020,6,3,6,0,32.3,129,854,954,6,416,425,0,826,53.05,15.1,41.99435571,10.22980994,90                ,0.8658280922431866,1.0216346153846154,Warm
2020-06-03 07:00:00,2020,6,3,7,0,32.8,130,858,970,7,430,438,0,859,50.56,11.66,340.7457409,3.893774477,270                ,0.8855670103092783,1.0186046511627906,Warm
2020-06-03 08:00:00,2020,6,3,8,0,33.1,126,847,915,8,391,428,0,789,48.85,21.31,303.4985954,18.0158169,270                ,0.8622950819672132,1.0946291560102301,Warm
2020-06-03 09:00:00,2020,6,3,9,0,32.9,129,801,791,7,378,305,0,630,48.81,34.35,293.1717601,32.13704718,270                ,0.7964601769911505,0.8068783068783069,Warm
2020-06-03 10:00:00,2020,6,3,10,0,32.2,119,744,616,8,279,335,0,503,50.84,48.04,289.9531025,46.27349488,270                ,0.8165584415584416,1.200716845878136,Warm
2020-06-03 11:00:00,2020,6,3,11,0,31.4,98,645,402,8,176,331,0,332,53.47,61.89,289.4485218,60.46300109,270                ,0.8258706467661692,1.8806818181818181,Warm
2020-06-03 12:00:00,2020,6,3,12,0,30.3,66,450,177,8,71,386,3,167,58.29,75.69,290.4798193,51.71000578,270                ,0.943502824858757,5.436619718309859,Warm
2020-06-03 13:00:00,2020,6,3,13,0,28.9,0,0,0,7,0,0,3,0,66.43,,292.756363,2.674032138,270                ,,,Warm
2020-06-03 14:00:00,2020,6,3,14,0,28.3,0,0,0,8,0,0,0,0,69.68,,296.3999786,,nan                ,,,Warm
2020-06-03 15:00:00,2020,6,3,15,0,27.8,0,0,0,8,0,0,0,0,72.04,,301.8969209,,nan                ,,,Warm
2020-06-03 16:00:00,2020,6,3,16,0,27.4,0,0,0,7,0,0,0,0,73.79,,310.2415712,,nan                ,,,Warm
2020-06-03 17:00:00,2020,6,3,17,0,27.0,0,0,0,7,0,0,0,0,75.28,,323.1464611,,nan                ,,,Warm
2020-06-03 18:00:00,2020,6,3,18,0,26.7,0,0,0,7,0,0,0,0,76.47,,342.4964188,,nan                ,,,Warm
2020-06-03 19:00:00,2020,6,3,19,0,26.3,0,0,0,8,0,0,0,0,78.42,,6.796975596,,nan                ,,,Warm
2020-06-03 20:00:00,2020,6,3,20,0,25.9,0,0,0,7,0,0,0,0,80.92,,28.96185279,,nan                ,,,Warm
2020-06-03 21:00:00,2020,6,3,21,0,25.5,0,0,0,8,0,0,0,0,83.42,,44.60410713,,nan                ,,,Warm
2020-06-03 22:00:00,2020,6,3,22,0,25.1,0,0,0,8,0,0,0,0,85.68,,54.74117175,,nan                ,,,Warm
2020-06-03 23:00:00,2020,6,3,23,0,24.7,0,0,0,8,0,0,0,0,87.72,,61.35262956,,nan                ,,,Cool
2020-06-04 00:00:00,2020,6,4,0,0,24.6,0,0,0,7,0,0,0,0,88.45,,65.73837517,,nan                ,,,Cool
2020-06-04 01:00:00,2020,6,4,1,0,26.0,39,351,89,8,42,300,3,85,80.53,81.83,68.58558816,23.48586881,90                ,0.9550561797752809,7.142857142857143,Warm
2020-06-04 02:00:00,2020,6,4,2,0,28.1,71,633,307,8,100,505,0,288,68.27,68.13,70.17113662,66.88561888,90                ,0.9381107491856677,5.05,Warm
2020-06-04 03:00:00,2020,6,4,3,0,30.1,90,757,532,8,169,546,0,488,57.66,54.29,70.40978577,52.6552391,90                ,0.9172932330827067,3.230769230769231,Warm
2020-06-04 04:00:00,2020,6,4,4,0,31.9,103,821,727,3,241,576,3,679,50.19,40.51,68.62936324,38.50273314,90                ,0.9339752407152683,2.3900414937759336,Warm
2020-06-04 05:00:00,2020,6,4,5,0,33.4,112,855,873,3,329,550,3,818,45.57,27.08,62.44954206,24.38122384,90                ,0.9369988545246277,1.6717325227963526,Warm
2020-06-04 06:00:00,2020,6,4,6,0,34.3,142,837,950,3,483,235,3,709,43.15,15.21,41.78514499,10.26511073,90                ,0.7463157894736843,0.4865424430641822,Warm
2020-06-04 07:00:00,2020,6,4,7,0,34.7,148,834,964,3,492,116,0,606,42.03,11.76,341.124452,3.852200064,270                ,0.6286307053941909,0.23577235772357724,Warm
2020-06-04 08:00:00,2020,6,4,8,0,34.7,151,813,908,3,460,244,0,687,42.07,21.33,303.8300582,17.96809736,270                ,0.7566079295154186,0.5304347826086957,Warm
2020-06-04 09:00:00,2020,6,4,9,0,34.1,158,755,782,3,389,264,0,607,43.59,34.33,293.3866905,32.08360089,270                ,0.7762148337595908,0.6786632390745502,Warm
2020-06-04 10:00:00,2020,6,4,10,0,33.5,143,693,607,3,276,348,0,509,44.93,48.01,290.1117968,46.2149684,270                ,0.8385502471169687,1.2608695652173914,Warm
2020-06-04 11:00:00,2020,6,4,11,0,32.8,115,594,395,8,140,500,0,376,46.48,61.85,289.5777276,60.40022455,270                ,0.9518987341772152,3.5714285714285716,Warm
2020-06-04 12:00:00,2020,6,4,12,0,31.5,75,402,174,3,75,402,5,174,51.05,75.63,290.5925676,52.21950714,270                ,1.0,5.36,Warm
2020-06-04 13:00:00,2020,6,4,13,0,29.8,8,12,8,7,7,0,3,7,58.67,,292.8598734,2.826712811,270                ,0.875,0.0,Warm
2020-06-04 14:00:00,2020,6,4,14,0,29.1,0,0,0,1,0,0,0,0,61.49,,296.4983469,,nan                ,,,Warm
2020-06-04 15:00:00,2020,6,4,15,0,28.5,0,0,0,3,0,0,0,0,64.42,,301.9913784,,nan                ,,,Warm
2020-06-04 16:00:00,2020,6,4,16,0,27.9,0,0,0,3,0,0,0,0,67.62,,310.3280306,,nan                ,,,Warm
2020-06-04 17:00:00,2020,6,4,17,0,27.4,0,0,0,0,0,0,0,0,70.53,,323.2078936,,nan                ,,,Warm
2020-06-04 18:00:00,2020,6,4,18,0,26.9,0,0,0,0,0,0,0,0,73.96,,342.4936771,,nan                ,,,Warm
2020-06-04 19:00:00,2020,6,4,19,0,26.3,0,0,0,0,0,0,0,0,78.1,,6.701619684,,nan                ,,,Warm
2020-06-04 20:00:00,2020,6,4,20,0,25.9,0,0,0,0,0,0,0,0,81.26,,28.8150963,,nan                ,,,Warm
2020-06-04 21:00:00,2020,6,4,21,0,25.5,0,0,0,0,0,0,0,0,84.2,,44.45505526,,nan                ,,,Warm
2020-06-04 22:00:00,2020,6,4,22,0,25.2,0,0,0,0,0,0,0,0,86.34,,54.60467558,,nan                ,,,Warm
2020-06-04 23:00:00,2020,6,4,23,0,24.9,0,0,0,3,0,0,0,0,88.27,,61.2275946,,nan                ,,,Cool
2020-06-05 00:00:00,2020,6,5,0,0,24.9,0,0,0,3,0,0,0,0,88.68,,65.62001166,,nan                ,,,Cool
2020-06-05 01:00:00,2020,6,5,1,0,26.7,46,272,85,3,29,0,3,29,79.33,81.86,68.46848733,23.43505735,90                ,0.3411764705882353,0.0,Warm
2020-06-05 02:00:00,2020,6,5,2,0,29.1,86,574,300,3,120,1,3,120,68.0,68.16,70.04930391,66.90399902,90                ,0.4,0.008333333333333333,Warm
2020-06-05 03:00:00,2020,6,5,3,0,31.1,110,711,524,8,138,641,0,512,59.53,54.34,70.27557977,52.67679698,90                ,0.9770992366412213,4.644927536231884,Warm
2020-06-05 04:00:00,2020,6,5,4,0,32.7,124,785,721,0,124,785,0,721,53.5,40.56,68.47155111,38.52862009,90                ,1.0,6.330645161290323,Warm
2020-06-05 05:00:00,2020,6,5,5,0,34.0,133,826,868,0,133,826,0,868,48.59,27.15,62.25294658,24.41230189,90                ,1.0,6.2105263157894735,Warm
2020-06-05 06:00:00,2020,6,5,6,0,35.0,119,871,959,1,119,871,0,959,44.59,15.31,41.59955873,10.30191517,90                ,1.0,7.319327731092437,Warm
2020-06-05 07:00:00,2020,6,5,7,0,35.7,118,876,975,3,495,130,0,623,41.41,11.85,341.4918684,3.809471294,270                ,0.638974358974359,0.26262626262626265,Hot
2020-06-05 08:00:00,2020,6,5,8,0,35.9,115,864,920,0,115,864,0,920,39.8,21.34,304.1466662,17.91956614,270                ,1.0,7.51304347826087,Hot
2020-06-05 09:00:00,2020,6,5,9,0,35.7,111,833,799,3,396,227,0,583,39.34,34.32,293.5909255,32.02965962,270                ,0.7296620775969962,0.5732323232323232,Hot
2020-06-05 10:00:00,2020,6,5,10,0,35.0,102,777,622,0,102,777,0,622,40.5,47.98,290.2619855,46.15621943,270                ,1.0,7.617647058823529,Warm
2020-06-05 11:00:00,2020,6,5,11,0,33.9,88,676,407,0,88,676,0,407,43.85,61.8,289.6995686,60.33743763,270                ,1.0,7.681818181818182,Warm
2020-06-05 12:00:00,2020,6,5,12,0,32.2,62,477,181,1,62,477,0,181,50.8,75.58,290.6985012,52.74212732,270                ,1.0,7.693548387096774,Warm
2020-06-05 13:00:00,2020,6,5,13,0,30.6,9,33,10,0,9,33,0,10,57.66,,292.9567221,2.979498001,270                ,1.0,3.6666666666666665,Warm
2020-06-05 14:00:00,2020,6,5,14,0,29.6,0,0,0,6,0,0,0,0,62.58,,296.589892,,nan                ,,,Warm
2020-06-05 15:00:00,2020,6,5,15,0,28.5,0,0,0,9,0,0,0,0,68.75,,302.0785891,,nan                ,,,Warm
2020-06-05 16:00:00,2020,6,5,16,0,27.6,0,0,0,6,0,0,0,0,74.65,,310.4067111,,nan                ,,,Warm
2020-06-05 17:00:00,2020,6,5,17,0,27.0,0,0,0,6,0,0,0,0,79.31,,323.2615483,,nan                ,,,Warm
2020-06-05 18:00:00,2020,6,5,18,0,26.5,0,0,0,7,0,0,0,0,83.1,,342.4854563,,nan                ,,,Warm
2020-06-05 19:00:00,2020,6,5,19,0,26.1,0,0,0,7,0,0,0,0,86.19,,6.606155215,,nan                ,,,Warm
2020-06-05 20:00:00,2020,6,5,20,0,25.8,0,0,0,8,0,0,0,0,88.43,,28.67256819,,nan                ,,,Warm
2020-06-05 21:00:00,2020,6,5,21,0,25.5,0,0,0,7,0,0,0,0,90.44,,44.31176246,,nan                ,,,Warm
2020-06-05 22:00:00,2020,6,5,22,0,25.2,0,0,0,7,0,0,0,0,92.13,,54.47419974,,nan                ,,,Warm
2020-06-05 23:00:00,2020,6,5,23,0,25.0,0,0,0,7,0,0,0,0,93.43,,61.1085713,,nan                ,,,Cool
2020-06-06 00:00:00,2020,6,6,0,0,25.0,0,0,0,8,0,0,0,0,94.03,,65.50773484,,nan                ,,,Cool
2020-06-06 01:00:00,2020,6,6,1,0,25.7,44,273,83,0,44,273,0,83,88.81,81.88,68.35777573,23.37593767,90                ,1.0,6.204545454545454,Warm
2020-06-06 02:00:00,2020,6,6,2,0,27.0,85,572,297,3,85,572,5,297,79.7,68.19,69.93451812,66.92496061,90                ,1.0,6.729411764705882,Warm
